# composition,0.4903NaCl-0.5097CaCl2
# source,Numbers, 2026
# temperature_K,800
# raw_file,0.4903NaCl-0.5097CaCl2_Numbers_2026_800.0_AP.csv
# savgol,False
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Ca-Na,Cl-Cl,Na-Cl,Na-Na
0.25673524262131064,0.0,0.0,0.0,0.0,0.0,0.0
0.2619747373686844,0.0,0.0,0.0,0.0,0.0,0.0
0.26721423211605805,0.0,0.0,0.0,0.0,0.0,0.0
0.2724537268634317,0.0,0.0,0.0,0.0,0.0,0.0
0.2776932216108054,0.0,0.0,0.0,0.0,0.0,0.0
0.2829327163581791,0.0,0.0,0.0,0.0,0.0,0.0
0.2881722111055528,0.0,0.0,0.0,0.0,0.0,0.0
0.2934117058529265,0.0,0.0,0.0,0.0,0.0,0.0
0.29865120060030015,0.0,0.0,0.0,0.0,0.0,0.0
0.3038906953476739,0.0,0.0,0.0,0.0,0.0,0.0
0.30913019009504755,0.0,0.0,0.0,0.0,0.0,0.0
0.3143696848424212,0.0,0.0,0.0,0.0,0.0,0.0
0.3196091795897949,0.0,0.0,0.0,0.0,0.0,0.0
0.32484867433716863,0.0,0.0,0.0,0.0,0.0,0.0
0.3300881690845423,0.0,0.0,0.0,0.0,0.0,0.0
0.335327663831916,0.0,0.0,0.0,0.0,0.0,0.0
0.34056715857928965,0.0,0.0,0.0,0.0,0.0,0.0
0.3458066533266633,0.0,0.0,0.0,0.0,0.0,0.0
0.35104614807403706,0.0,0.0,0.0,0.0,0.0,0.0
0.35628564282141073,0.0,0.0,0.0,0.0,0.0,0.0
0.3615251375687844,0.0,0.0,0.0,0.0,0.0,0.0
0.3667646323161581,0.0,0.0,0.0,0.0,0.0,0.0
0.3720041270635318,0.0,0.0,0.0,0.0,0.0,0.0
0.3772436218109055,0.0,0.0,0.0,0.0,0.0,0.0
0.38248311655827916,0.0,0.0,0.0,0.0,0.0,0.0
0.38772261130565283,0.0,0.0,0.0,0.0,0.0,0.0
0.39296210605302656,0.0,0.0,0.0,0.0,0.0,0.0
0.39820160080040023,0.0,0.0,0.0,0.0,0.0,0.0
0.4034410955477739,0.0,0.0,0.0,0.0,0.0,0.0
0.4086805902951476,0.0,0.0,0.0,0.0,0.0,0.0
0.4139200850425213,0.0,0.0,0.0,0.0,0.0,0.0
0.419159579789895,0.0,0.0,0.0,0.0,0.0,0.0
0.42439907453726866,0.0,0.0,0.0,0.0,0.0,0.0
0.42963856928464234,0.0,0.0,0.0,0.0,0.0,0.0
0.434878064032016,0.0,0.0,0.0,0.0,0.0,0.0
0.44011755877938974,0.0,0.0,0.0,0.0,0.0,0.0
0.4453570535267634,0.0,0.0,0.0,0.0,0.0,0.0
0.4505965482741371,0.0,0.0,0.0,0.0,0.0,0.0
0.45583604302151076,0.0,0.0,0.0,0.0,0.0,0.0
0.4610755377688845,0.0,0.0,0.0,0.0,0.0,0.0
0.46631503251625817,0.0,0.0,0.0,0.0,0.0,0.0
0.47155452726363184,0.0,0.0,0.0,0.0,0.0,0.0
0.4767940220110055,0.0,0.0,0.0,0.0,0.0,0.0
0.48203351675837924,0.0,0.0,0.0,0.0,0.0,0.0
0.4872730115057529,0.0,0.0,0.0,0.0,0.0,0.0
0.4925125062531266,0.0,0.0,0.0,0.0,0.0,0.0
0.49775200100050027,0.0,0.0,0.0,0.0,0.0,0.0
0.5029914957478739,0.0,0.0,0.0,0.0,0.0,0.0
0.5082309904952477,0.0,0.0,0.0,0.0,0.0,0.0
0.5134704852426213,0.0,0.0,0.0,0.0,0.0,0.0
0.518709979989995,0.0,0.0,0.0,0.0,0.0,0.0
0.5239494747373687,0.0,0.0,0.0,0.0,0.0,0.0
0.5291889694847424,0.0,0.0,0.0,0.0,0.0,0.0
0.5344284642321161,0.0,0.0,0.0,0.0,0.0,0.0
0.5396679589794898,0.0,0.0,0.0,0.0,0.0,0.0
0.5449074537268634,0.0,0.0,0.0,0.0,0.0,0.0
0.5501469484742372,0.0,0.0,0.0,0.0,0.0,0.0
0.5553864432216108,0.0,0.0,0.0,0.0,0.0,0.0
0.5606259379689845,0.0,0.0,0.0,0.0,0.0,0.0
0.5658654327163583,0.0,0.0,0.0,0.0,0.0,0.0
0.5711049274637319,0.0,0.0,0.0,0.0,0.0,0.0
0.5763444222111056,0.0,0.0,0.0,0.0,0.0,0.0
0.5815839169584793,0.0,0.0,0.0,0.0,0.0,0.0
0.586823411705853,0.0,0.0,0.0,0.0,0.0,0.0
0.5920629064532267,0.0,0.0,0.0,0.0,0.0,0.0
0.5973024012006003,0.0,0.0,0.0,0.0,0.0,0.0
0.602541895947974,0.0,0.0,0.0,0.0,0.0,0.0
0.6077813906953478,0.0,0.0,0.0,0.0,0.0,0.0
0.6130208854427214,0.0,0.0,0.0,0.0,0.0,0.0
0.6182603801900951,0.0,0.0,0.0,0.0,0.0,0.0
0.6234998749374687,0.0,0.0,0.0,0.0,0.0,0.0
0.6287393696848425,0.0,0.0,0.0,0.0,0.0,0.0
0.6339788644322162,0.0,0.0,0.0,0.0,0.0,0.0
0.6392183591795898,0.0,0.0,0.0,0.0,0.0,0.0
0.6444578539269635,0.0,0.0,0.0,0.0,0.0,0.0
0.6496973486743373,0.0,0.0,0.0,0.0,0.0,0.0
0.6549368434217109,0.0,0.0,0.0,0.0,0.0,0.0
0.6601763381690846,0.0,0.0,0.0,0.0,0.0,0.0
0.6654158329164582,0.0,0.0,0.0,0.0,0.0,0.0
0.670655327663832,0.0,0.0,0.0,0.0,0.0,0.0
0.6758948224112057,0.0,0.0,0.0,0.0,0.0,0.0
0.6811343171585793,0.0,0.0,0.0,0.0,0.0,0.0
0.686373811905953,0.0,0.0,0.0,0.0,0.0,0.0
0.6916133066533267,0.0,0.0,0.0,0.0,0.0,0.0
0.6968528014007004,0.0,0.0,0.0,0.0,0.0,0.0
0.7020922961480741,0.0,0.0,0.0,0.0,0.0,0.0
0.7073317908954477,0.0,0.0,0.0,0.0,0.0,0.0
0.7125712856428215,0.0,0.0,0.0,0.0,0.0,0.0
0.7178107803901952,0.0,0.0,0.0,0.0,0.0,0.0
0.7230502751375688,0.0,0.0,0.0,0.0,0.0,0.0
0.7282897698849425,0.0,0.0,0.0,0.0,0.0,0.0
0.7335292646323162,0.0,0.0,0.0,0.0,0.0,0.0
0.7387687593796899,0.0,0.0,0.0,0.0,0.0,0.0
0.7440082541270636,0.0,0.0,0.0,0.0,0.0,0.0
0.7492477488744372,0.0,0.0,0.0,0.0,0.0,0.0
0.754487243621811,0.0,0.0,0.0,0.0,0.0,0.0
0.7597267383691846,0.0,0.0,0.0,0.0,0.0,0.0
0.7649662331165583,0.0,0.0,0.0,0.0,0.0,0.0
0.770205727863932,0.0,0.0,0.0,0.0,0.0,0.0
0.7754452226113057,0.0,0.0,0.0,0.0,0.0,0.0
0.7806847173586794,0.0,0.0,0.0,0.0,0.0,0.0
0.7859242121060531,0.0,0.0,0.0,0.0,0.0,0.0
0.7911637068534267,0.0,0.0,0.0,0.0,0.0,0.0
0.7964032016008005,0.0,0.0,0.0,0.0,0.0,0.0
0.8016426963481741,0.0,0.0,0.0,0.0,0.0,0.0
0.8068821910955478,0.0,0.0,0.0,0.0,0.0,0.0
0.8121216858429215,0.0,0.0,0.0,0.0,0.0,0.0
0.8173611805902952,0.0,0.0,0.0,0.0,0.0,0.0
0.8226006753376689,0.0,0.0,0.0,0.0,0.0,0.0
0.8278401700850426,0.0,0.0,0.0,0.0,0.0,0.0
0.8330796648324162,0.0,0.0,0.0,0.0,0.0,0.0
0.83831915957979,0.0,0.0,0.0,0.0,0.0,0.0
0.8435586543271636,0.0,0.0,0.0,0.0,0.0,0.0
0.8487981490745373,0.0,0.0,0.0,0.0,0.0,0.0
0.854037643821911,0.0,0.0,0.0,0.0,0.0,0.0
0.8592771385692847,0.0,0.0,0.0,0.0,0.0,0.0
0.8645166333166584,0.0,0.0,0.0,0.0,0.0,0.0
0.869756128064032,0.0,0.0,0.0,0.0,0.0,0.0
0.8749956228114057,0.0,0.0,0.0,0.0,0.0,0.0
0.8802351175587795,0.0,0.0,0.0,0.0,0.0,0.0
0.8854746123061531,0.0,0.0,0.0,0.0,0.0,0.0
0.8907141070535268,0.0,0.0,0.0,0.0,0.0,0.0
0.8959536018009006,0.0,0.0,0.0,0.0,0.0,0.0
0.9011930965482742,0.0,0.0,0.0,0.0,0.0,0.0
0.9064325912956479,0.0,0.0,0.0,0.0,0.0,0.0
0.9116720860430215,0.0,0.0,0.0,0.0,0.0,0.0
0.9169115807903953,0.0,0.0,0.0,0.0,0.0,0.0
0.922151075537769,0.0,0.0,0.0,0.0,0.0,0.0
0.9273905702851426,0.0,0.0,0.0,0.0,0.0,0.0
0.9326300650325163,0.0,0.0,0.0,0.0,0.0,0.0
0.93786955977989,0.0,0.0,0.0,0.0,0.0,0.0
0.9431090545272637,0.0,0.0,0.0,0.0,0.0,0.0
0.9483485492746374,0.0,0.0,0.0,0.0,0.0,0.0
0.953588044022011,0.0,0.0,0.0,0.0,0.0,0.0
0.9588275387693848,0.0,0.0,0.0,0.0,0.0,0.0
0.9640670335167585,0.0,0.0,0.0,0.0,0.0,0.0
0.9693065282641321,0.0,0.0,0.0,0.0,0.0,0.0
0.9745460230115058,0.0,0.0,0.0,0.0,0.0,0.0
0.9797855177588795,0.0,0.0,0.0,0.0,0.0,0.0
0.9850250125062532,0.0,0.0,0.0,0.0,0.0,0.0
0.9902645072536269,0.0,0.0,0.0,0.0,0.0,0.0
0.9955040020010005,0.0,0.0,0.0,0.0,0.0,0.0
1.0007434967483742,0.0,0.0,0.0,0.0,0.0,0.0
1.0059829914957479,0.0,0.0,0.0,0.0,0.0,0.0
1.0112224862431216,0.0,0.0,0.0,0.0,0.0,0.0
1.0164619809904953,0.0,0.0,0.0,0.0,0.0,0.0
1.021701475737869,0.0,0.0,0.0,0.0,0.0,0.0
1.0269409704852426,0.0,0.0,0.0,0.0,0.0,0.0
1.0321804652326163,0.0,0.0,0.0,0.0,0.0,0.0
1.03741995997999,0.0,0.0,0.0,0.0,0.0,0.0
1.0426594547273638,0.0,0.0,0.0,0.0,0.0,0.0
1.0478989494747375,0.0,0.0,0.0,0.0,0.0,0.0
1.0531384442221112,0.0,0.0,0.0,0.0,0.0,0.0
1.0583779389694847,0.0,0.0,0.0,0.0,0.0,0.0
1.0636174337168585,0.0,0.0,0.0,0.0,0.0,0.0
1.0688569284642322,0.0,0.0,0.0,0.0,0.0,0.0
1.074096423211606,0.0,0.0,0.0,0.0,0.0,0.0
1.0793359179589797,0.0,0.0,0.0,0.0,0.0,0.0
1.0845754127063532,0.0,0.0,0.0,0.0,0.0,0.0
1.0898149074537269,0.0,0.0,0.0,0.0,0.0,0.0
1.0950544022011006,0.0,0.0,0.0,0.0,0.0,0.0
1.1002938969484743,0.0,0.0,0.0,0.0,0.0,0.0
1.105533391695848,0.0,0.0,0.0,0.0,0.0,0.0
1.1107728864432216,0.0,0.0,0.0,0.0,0.0,0.0
1.1160123811905953,0.0,0.0,0.0,0.0,0.0,0.0
1.121251875937969,0.0,0.0,0.0,0.0,0.0,0.0
1.1264913706853428,0.0,0.0,0.0,0.0,0.0,0.0
1.1317308654327165,0.0,0.0,0.0,0.0,0.0,0.0
1.13697036018009,0.0,0.0,0.0,0.0,0.0,0.0
1.1422098549274637,0.0,0.0,0.0,0.0,0.0,0.0
1.1474493496748375,0.0,0.0,0.0,0.0,0.0,0.0
1.1526888444222112,0.0,0.0,0.0,0.0,0.0,0.0
1.157928339169585,0.0,0.0,0.0,0.0,0.0,0.0
1.1631678339169587,0.0,0.0,0.0,0.0,0.0,0.0
1.1684073286643322,0.0,0.0,0.0,0.0,0.0,0.0
1.173646823411706,0.0,0.0,0.0,0.0,0.0,0.0
1.1788863181590796,0.0,0.0,0.0,0.0,0.0,0.0
1.1841258129064534,0.0,0.0,0.0,0.0,0.0,0.0
1.189365307653827,0.0,0.0,0.0,0.0,0.0,0.0
1.1946048024012006,0.0,0.0,0.0,0.0,0.0,0.0
1.1998442971485743,0.0,0.0,0.0,0.0,0.0,0.0
1.205083791895948,0.0,0.0,0.0,0.0,0.0,0.0
1.2103232866433218,0.0,0.0,0.0,0.0,0.0,0.0
1.2155627813906955,0.0,0.0,0.0,0.0,0.0,0.0
1.220802276138069,0.0,0.0,0.0,0.0,0.0,0.0
1.2260417708854427,0.0,0.0,0.0,0.0,0.0,0.0
1.2312812656328165,0.0,0.0,0.0,0.0,0.0,0.0
1.2365207603801902,0.0,0.0,0.0,0.0,0.0,0.0
1.241760255127564,0.0,0.0,0.0,0.0,0.0,0.0
1.2469997498749374,0.0,0.0,0.0,0.0,0.0,0.0
1.2522392446223112,0.0,0.0,0.0,0.0,0.0,0.0
1.257478739369685,0.0,0.0,0.0,0.0,0.0,0.0
1.2627182341170586,0.0,0.0,0.0,0.0,0.0,0.0
1.2679577288644324,0.0,0.0,0.0,0.0,0.0,0.0
1.2731972236118059,0.0,0.0,0.0,0.0,0.0,0.0
1.2784367183591796,0.0,0.0,0.0,0.0,0.0,0.0
1.2836762131065533,0.0,0.0,0.0,0.0,0.0,0.0
1.288915707853927,0.0,0.0,0.0,0.0,0.0,0.0
1.2941552026013008,0.0,0.0,0.0,0.0,0.0,0.0
1.2993946973486745,0.0,0.0,0.0,0.0,0.0,0.0
1.304634192096048,0.0,0.0,0.0,0.0,0.0,0.0
1.3098736868434218,0.0,0.0,0.0,0.0,0.0,0.0
1.3151131815907955,0.0,0.0,0.0,0.0,0.0,0.0
1.3203526763381692,0.0,0.0,0.0,0.0,0.0,0.0
1.325592171085543,0.0,0.0,0.0,0.0,0.0,0.0
1.3308316658329165,0.0,0.0,0.0,0.0,0.0,0.0
1.3360711605802902,0.0,0.0,0.0,0.0,0.0,0.0
1.341310655327664,0.0,0.0,0.0,0.0,0.0,0.0
1.3465501500750376,0.0,0.0,0.0,0.0,0.0,0.0
1.3517896448224114,0.0,0.0,0.0,0.0,0.0,0.0
1.3570291395697849,0.0,0.0,0.0,0.0,0.0,0.0
1.3622686343171586,0.0,0.0,0.0,0.0,0.0,0.0
1.3675081290645323,0.0,0.0,0.0,0.0,0.0,0.0
1.372747623811906,0.0,0.0,0.0,0.0,0.0,0.0
1.3779871185592798,0.0,0.0,0.0,0.0,0.0,0.0
1.3832266133066533,0.0,0.0,0.0,0.0,0.0,0.0
1.388466108054027,0.0,0.0,0.0,0.0,0.0,0.0
1.3937056028014008,0.0,0.0,0.0,0.0,0.0,0.0
1.3989450975487745,0.0,0.0,0.0,0.0,0.0,0.0
1.4041845922961482,0.0,0.0,0.0,0.0,0.0,0.0
1.409424087043522,0.0,0.0,0.0,0.0,0.0,0.0
1.4146635817908955,0.0,0.0,0.0,0.0,0.0,0.0
1.4199030765382692,0.0,0.0,0.0,0.0,0.0,0.0
1.425142571285643,0.0,0.0,0.0,0.0,0.0,0.0
1.4303820660330167,0.0,0.0,0.0,0.0,0.0,0.0
1.4356215607803904,0.0,0.0,0.0,0.0,0.0,0.0
1.440861055527764,0.0,0.0,0.0,0.0,0.0,0.0
1.4461005502751376,0.0,0.0,0.0,0.0,0.0,0.0
1.4513400450225113,0.0,0.0,0.0,0.0,0.0,0.0
1.456579539769885,0.0,0.0,0.0,0.0,0.0,0.0
1.4618190345172588,0.0,0.0,0.0,0.0,0.0,0.0
1.4670585292646323,0.0,0.0,0.0,0.0,0.0,0.0
1.472298024012006,0.0,0.0,0.0,0.0,0.0,0.0
1.4775375187593798,0.0,0.0,0.0,0.0,0.0,0.0
1.4827770135067535,0.0,0.0,0.0,0.0,0.0,0.0
1.4880165082541272,0.0,0.0,0.0,0.0,0.0,0.0
1.4932560030015007,0.0,0.0,0.0,0.0,0.0,0.0
1.4984954977488745,0.0,0.0,0.0,0.0,0.0,0.0
1.5037349924962482,0.0,0.0,0.0,0.0,0.0,0.0
1.508974487243622,0.0,0.0,0.0,0.0,0.0,0.0
1.5142139819909957,0.0,0.0,0.0,0.0,0.0,0.0
1.5194534767383692,0.0,0.0,0.0,0.0,0.0,0.0
1.524692971485743,0.0,0.0,0.0,0.0,0.0,0.0
1.5299324662331166,0.0,0.0,0.0,0.0,0.0,0.0
1.5351719609804904,0.0,0.0,0.0,0.0,0.0,0.0
1.540411455727864,0.0,0.0,0.0,0.0,0.0,0.0
1.5456509504752378,0.0,0.0,0.0,0.0,0.0,0.0
1.5508904452226113,0.0,0.0,0.0,0.0,0.0,0.0
1.556129939969985,0.0,0.0,0.0,0.0,0.0,0.0
1.5613694347173588,0.0,0.0,0.0,0.0,0.0,0.0
1.5666089294647325,0.0,0.0,0.0,0.0,0.0,0.0
1.5718484242121062,0.0,0.0,0.0,0.0,0.0,0.0
1.5770879189594798,0.0,0.0,0.0,0.0,0.0,0.0
1.5823274137068535,0.0,0.0,0.0,0.0,0.0,0.0
1.5875669084542272,0.0,0.0,0.0,0.0,0.0,0.0
1.592806403201601,0.0,0.0,0.0,0.0,0.0,0.0
1.5980458979489747,0.0,0.0,0.0,0.0,0.0,0.0
1.6032853926963482,0.0,0.0,0.0,0.0,0.0,0.0
1.608524887443722,0.0,0.0,0.0,0.0,0.0,0.0
1.6137643821910956,0.0,0.0,0.0,0.0,0.0,0.0
1.6190038769384694,0.0,0.0,0.0,0.0,0.0,0.0
1.624243371685843,0.0,0.0,0.0,0.0,0.0,0.0
1.6294828664332166,0.0,0.0,0.0,0.0,0.0,0.0
1.6347223611805903,0.0,0.0,0.0,0.0,0.0,0.0
1.639961855927964,0.0,0.0,0.0,0.0,0.0,0.0
1.6452013506753378,0.0,0.0,0.0,0.0,0.0,0.0
1.6504408454227115,0.0,0.0,0.0,0.0,0.0,0.0
1.6556803401700853,0.0,0.0,0.0,0.0,0.0,0.0
1.6609198349174588,0.0,0.0,0.0,0.0,0.0,0.0
1.6661593296648325,0.0,0.0,0.0,0.0,0.0,0.0
1.6713988244122062,0.0,0.0,0.0,0.0,0.0,0.0
1.67663831915958,0.0,0.0,0.0,0.0,0.0,0.0
1.6818778139069537,0.0,0.0,0.0,0.0,0.0,0.0
1.6871173086543272,0.0,0.0,0.0,0.0,0.0,0.0
1.692356803401701,0.0,0.0,0.0,0.0,0.0,0.0
1.6975962981490746,0.0,0.0,0.0,0.0,0.0,0.0
1.7028357928964484,0.0,0.0,0.0,0.0,0.0,0.0
1.708075287643822,0.0,0.0,0.0,0.0,0.0,0.0
1.7133147823911956,0.0,0.0,0.0,0.0,0.0,0.0
1.7185542771385693,0.0,0.0,0.0,0.0,0.0,0.0
1.723793771885943,0.0,0.0,0.0,0.0,0.0,0.0
1.7290332666333168,0.0,0.0,0.0,0.0,0.0,0.0
1.7342727613806905,0.0,0.0,0.0,0.0,0.0,0.0
1.739512256128064,0.0,0.0,0.0,0.0,0.0,0.0
1.7447517508754378,0.0,0.0,0.0,0.0,0.0,0.0
1.7499912456228115,0.0,0.0,0.0,0.0,0.0,0.0
1.7552307403701852,0.0,0.0,0.0,0.0,0.0,0.0
1.760470235117559,0.0,0.0,0.0,0.0,0.0,0.0
1.7657097298649325,0.0,0.0,0.0,0.0,0.0,0.0
1.7709492246123062,0.0,0.0,0.0,0.0,0.0,0.0
1.77618871935968,0.0,0.0,0.0,0.0,0.0,0.0
1.7814282141070537,0.0,0.0,0.0,0.0,0.0,0.0
1.7866677088544274,0.0,0.0,0.0,0.0,0.0,0.0
1.7919072036018011,0.0,0.0,0.0,0.0,0.0,0.0
1.7971466983491746,0.0,0.0,0.0,0.0,0.0,0.0
1.8023861930965484,0.0,0.0,0.0,0.0,0.0,0.0
1.807625687843922,0.0,0.0,0.0,0.0,0.0,0.0
1.8128651825912958,0.0,0.0,0.0,0.0,0.0,0.0
1.8181046773386695,0.0,0.0,0.0,0.0,0.0,0.0
1.823344172086043,0.0,0.0,0.0,0.0,0.0,0.0
1.8285836668334168,0.0,0.0,0.0,0.0,0.0,0.0
1.8338231615807905,0.0,0.0,0.0,0.0,0.0,0.0
1.8390626563281642,0.0,0.0,0.0,0.0,0.0,0.0
1.844302151075538,0.0,0.0,0.0,0.0,0.0,0.0
1.8495416458229115,0.0,0.0,0.0,0.0,0.0,0.0
1.8547811405702852,0.0,0.0,0.0,0.0,0.0,0.0
1.860020635317659,0.0,0.0,0.0,0.0,0.0,0.0
1.8652601300650327,0.0,0.0,0.0,0.0,0.0,0.0
1.8704996248124064,0.0,0.0,0.0,0.0,0.0,0.0
1.87573911955978,0.0,0.0,0.0,0.0,0.0,0.0
1.8809786143071536,0.0,0.0,0.0,0.0,0.0,0.0
1.8862181090545274,0.0,0.0,0.0,0.0,0.0,0.0
1.891457603801901,0.0,0.0,0.0,0.0,0.0,0.0
1.8966970985492748,0.0,0.0,0.0,0.0,0.0,0.0
1.9019365932966485,0.0,0.0,0.0,0.0,0.0,0.0
1.907176088044022,0.0,0.0,0.0,0.0,0.0,0.0
1.9124155827913958,0.0,0.0,0.0,0.0,0.0,0.0
1.9176550775387695,0.0,0.0,0.0,0.0,0.0,0.0
1.9228945722861432,0.0,0.0,0.0,0.0,0.0,0.0
1.928134067033517,0.0,0.0,0.0,0.0,0.0,0.0
1.9333735617808905,0.0,0.0,0.0,0.0,0.0,0.0
1.9386130565282642,0.0,0.0,0.0,0.0,0.0,0.0
1.943852551275638,0.0,0.0,0.0,0.0,0.0,0.0
1.9490920460230117,0.0,0.0,0.0,0.0,0.0,0.0
1.9543315407703854,0.0,0.0,0.0,0.0,0.0,0.0
1.959571035517759,0.0,0.0,0.0,0.0,0.0,0.0
1.9648105302651326,0.0,0.0,0.0,0.0,0.0,0.0
1.9700500250125064,0.0,0.0,0.0,0.0,0.0,0.0
1.97528951975988,0.0,0.0,0.0,0.0,0.0,0.0
1.9805290145072538,0.0,0.0,0.0,0.0,0.0,0.0
1.9857685092546273,0.0,0.0,0.0,0.0,0.0,0.0
1.991008004002001,0.0,0.0,0.0,0.0,0.0,0.0
1.9962474987493748,0.0,0.0,0.0,0.0,0.0,0.0
2.0014869934967483,0.0,0.0,0.0,0.0,0.0,0.0
2.006726488244122,0.0,0.0,0.0,0.0,0.0,0.0
2.0119659829914958,0.0,0.0,0.0,0.0,0.0,0.0
2.0172054777388695,0.0,0.0,0.0,0.0,0.0,0.0
2.022444972486243,0.0,0.0,0.0,0.0,0.0,0.0
2.027684467233617,0.0,0.0,0.0,0.0,0.0,0.0
2.0329239619809907,0.0,0.0,0.0,0.0,0.0,0.0
2.0381634567283644,0.0,0.0,0.0,0.0,0.0,0.0
2.043402951475738,0.0,0.0,0.0,0.0,0.0,0.0
2.048642446223112,0.0,0.0,0.0,0.0,0.0,0.0
2.053881940970485,0.0,0.0,0.0,0.0,0.0,0.0
2.059121435717859,0.0,0.0,0.0,0.0,0.0,0.0
2.0643609304652326,0.0,0.0,0.0,0.0,0.0,0.0
2.0696004252126063,0.0,0.0,0.0,0.0,0.0,0.0
2.07483991995998,0.0,0.0,0.0,0.0,6.260126563282192e-06,0.0
2.080079414707354,0.0,0.0,0.0,0.0,3.635398799399768e-05,0.0
2.0853189094547275,0.0,0.0,0.0,0.0,6.644784942471317e-05,0.0
2.0905584042021013,0.0,0.0,0.0,0.0,9.654171085542865e-05,0.0
2.095797898949475,0.0,0.0,0.0,0.0,0.00012663557228614414,0.0
2.1010373936968487,0.0,0.0,0.0,0.0,0.0001567294337168596,0.0
2.1062768884442225,0.0,0.0,0.0,0.0,0.0001868232951475751,0.0
2.1115163831915957,0.0,0.0,0.0,0.0,0.00021691715657828805,0.0
2.1167558779389695,0.0,0.0,0.0,0.0,0.0002470110180090035,0.0
2.121995372686343,0.0,0.0,0.0,0.0,0.000277104879439719,0.0
2.127234867433717,0.0,0.0,0.0,0.0,0.00033898467133566313,0.0
2.1324743621810907,0.0,0.0,0.0,0.0,0.0005381796828414185,0.0
2.1377138569284644,0.0,0.0,0.0,0.0,0.0007373746943471739,0.0
2.142953351675838,0.0,0.0,0.0,0.0,0.0009365697058529292,0.0
2.148192846423212,0.0,0.0,0.0,0.0,0.0011357647173586847,0.0
2.1534323411705856,0.0,0.0,0.0,0.0,0.0013349597288644399,0.0
2.1586718359179593,0.0,0.0,0.0,0.0,0.0015341547403701955,0.0
2.1639113306653326,0.0,0.0,0.0,0.0,0.0017333497518759338,0.0
