r (A),g(r)_weighted_U-Cl,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,g(r)_weighted_Na-Na,g(r)_weighted_Na-U,g(r)_weighted_U-U,S_i_U-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
0.15572919498249124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.15918984375987993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.16265049253726863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.16611114131465732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.16957179009204604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.17303243886943473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.17649308764682342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.1799537364242121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.1834143852016008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.1868750339789895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.1903356827563782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.19379633153376688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.19725698031115557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.20071762908854426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.20417827786593298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.20763892664332168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.21109957542071037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.21456022419809906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.21802087297548775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.22148152175287644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.22494217053026513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.22840281930765383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.23186346808504252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2353241168624312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2387847656398199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.24224541441720862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2457060631945973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.249166711971986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2526273607493747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.25608800952676336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2595486583041521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2630093070815408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.26646995585892946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2699306046363182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.27339125341370685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.27685190219109557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.28031255096848423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.28377319974587295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2872338485232616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.29069449730065033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.294155146078039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.2976157948554277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.30107644363281644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3045370924102051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3079977411875938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3114583899649825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3149190387423712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.31837968751975987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3218403362971486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.32530098507453725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.32876163385192597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.33222228262931464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.33568293140670336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3391435801840921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.34260422896148074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.34606487773886946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3495255265162581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.35298617529364684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3564468240710355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3599074728484242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3633681216258129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3668287704032016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.37028941918059033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.373750067957979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3772107167353677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3806713655127564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3841320142901451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.38759266306753376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.3910533118449225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.39451396062231114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.39797460939969986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4014352581770885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.40489590695447725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.40835655573186597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.41181720450925463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.41527785328664335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.418738502064032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.42219915084142073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4256597996188094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4291204483961981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4325810971735868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4360417459509755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.43950239472836417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4429630435057529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4464236922831416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.44988434106053027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.453344989837919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.45680563861530765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.46026628739269637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.46372693617008504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.46718758494747376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4706482337248624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.47410888250225114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4775695312796398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4810301800570285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.48449082883441724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4879514776118059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4914121263891946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.4948727751665833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.498333423943972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5017940727213607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5052547214987494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5087153702761381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5121760190535267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5156366678309154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5190973166083042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5225579653856929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5260186141630816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5294792629404702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5329399117178589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5364005604952476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5398612092726364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.543321858050025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5467825068274137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5502431556048024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5537038043821911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5571644531595799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5606251019369685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5640857507143572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5675463994917459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5710070482691346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5744676970465232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.577928345823912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5813889946013007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5848496433786894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.588310292156078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5917709409334667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5952315897108554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.5986922384882442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6021528872656329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6056135360430215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6090741848204102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6125348335977989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6159954823751876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6194561311525763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.622916779929965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6263774287073537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6298380774847424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6332987262621311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6367593750395197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6402200238169085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6436806725942972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6471413213716859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6506019701490745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6540626189264632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6575232677038519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6609839164812407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6644445652586293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.667905214036018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6713658628134067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6748265115907954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6782871603681841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6817478091455728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6852084579229615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6886691067003502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6921297554777389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6955904042551275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.6990510530325162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.702511701809905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7059723505872937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7094329993646824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.712893648142071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7163542969194597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7198149456968485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7232755944742372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7267362432516258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7301968920290145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7336575408064032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7371181895837919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7405788383611807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7440394871385693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.747500135915958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7509607846933467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7544214334707354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.757882082248124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7613427310255128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7648033798029015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7682640285802902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7717246773576788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7751853261350675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7786459749124562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.782106623689845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7855672724672337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7890279212446223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.792488570022011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7959492187993997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.7994098675767884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.802870516354177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8063311651315658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8097918139089545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8132524626863432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8167131114637319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8201737602411205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8236344090185093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.827095057795898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8305557065732867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8340163553506753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.837477004128064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8409376529054527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8443983016828415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8478589504602301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8513195992376188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8547802480150075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8582408967923962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.861701545569785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8651621943471736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8686228431245623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.872083491901951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
0.8755441406793397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.882394139051213,2.5393
