r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_Li-Cl,g(r)_weighted_Li-Li,S_i_Li-Cl,Average_SCL,SCL_BC
0.1886218109054527,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.1938613056528264,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.1991008004002001,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2043402951475737,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2095797898949474,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2148192846423211,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2200587793896948,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2252982741370685,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2305377688844422,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2357772636318159,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2410167583791895,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2462562531265632,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2514957478739369,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2567352426213106,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2619747373686843,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.267214232116058,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2724537268634316,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2776932216108054,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.282932716358179,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2881722111055527,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2934117058529264,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.2986512006003001,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3038906953476738,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3091301900950475,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3143696848424211,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3196091795897948,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3248486743371686,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3300881690845422,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3353276638319159,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3405671585792896,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3458066533266632,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.351046148074037,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3562856428214107,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3615251375687843,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.366764632316158,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3720041270635317,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3772436218109054,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3824831165582791,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3877226113056528,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3929621060530264,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.3982016008004002,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4034410955477738,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4086805902951475,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4139200850425212,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4191595797898949,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4243990745372686,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4296385692846423,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4348780640320159,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4401175587793896,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4453570535267633,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.450596548274137,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4558360430215107,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4610755377688844,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.466315032516258,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4715545272636318,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4767940220110054,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4820335167583791,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4872730115057528,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4925125062531265,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.4977520010005002,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5029914957478738,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5082309904952476,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5134704852426213,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5187099799899949,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5239494747373686,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5291889694847424,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.534428464232116,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5396679589794897,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5449074537268633,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5501469484742371,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5553864432216108,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5606259379689844,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5658654327163581,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5711049274637318,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5763444222111055,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5815839169584792,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5868234117058528,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5920629064532266,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.5973024012006002,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6025418959479739,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6077813906953476,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6130208854427213,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.618260380190095,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6234998749374687,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6287393696848423,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6339788644322161,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6392183591795897,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6444578539269634,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6496973486743371,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6549368434217108,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6601763381690845,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6654158329164581,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6706553276638318,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6758948224112056,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6811343171585792,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6863738119059529,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6916133066533265,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.6968528014007003,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.702092296148074,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7073317908954476,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7125712856428214,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.717810780390195,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7230502751375687,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7282897698849424,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.733529264632316,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7387687593796898,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7440082541270635,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7492477488744371,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7544872436218109,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7597267383691845,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7649662331165582,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7702057278639319,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7754452226113056,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7806847173586793,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7859242121060529,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7911637068534266,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.7964032016008004,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.801642696348174,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8068821910955477,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8121216858429213,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8173611805902951,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8226006753376688,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8278401700850424,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8330796648324161,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8383191595797899,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8435586543271635,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8487981490745372,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8540376438219108,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8592771385692846,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8645166333166583,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8697561280640319,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8749956228114056,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8802351175587793,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.885474612306153,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8907141070535267,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.8959536018009003,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.901193096548274,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9064325912956476,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9116720860430214,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9169115807903953,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9221510755377688,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9273905702851424,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.932630065032516,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9378695597798898,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9431090545272636,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9483485492746372,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9535880440220108,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9588275387693846,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9640670335167584,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.969306528264132,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9745460230115056,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9797855177588792,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9850250125062532,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9902645072536268,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
0.9955040020010004,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0007434967483742,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0059829914957477,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0112224862431214,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0164619809904951,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0217014757378688,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0269409704852426,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0321804652326163,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0374199599799898,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0426594547273635,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0478989494747373,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.053138444222111,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0583779389694847,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0636174337168582,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.068856928464232,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0740964232116057,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0793359179589794,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0845754127063532,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0898149074537269,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.0950544022011004,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.100293896948474,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.105533391695848,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1107728864432216,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.116012381190595,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1212518759379688,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1264913706853426,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1317308654327165,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.13697036018009,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1422098549274635,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1474493496748372,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.152688844422211,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1579283391695847,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1631678339169584,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.168407328664332,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1736468234117057,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1788863181590794,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1841258129064531,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1893653076538269,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.1946048024012004,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.199844297148574,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2050837918959478,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2103232866433216,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2155627813906953,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2208022761380688,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2260417708854423,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2312812656328165,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.23652076038019,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2417602551275635,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2469997498749374,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.252239244622311,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.257478739369685,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2627182341170584,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.267957728864432,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.273197223611806,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2784367183591794,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.283676213106553,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2889157078539268,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2941552026013006,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.2993946973486743,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3046341920960478,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3098736868434215,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3151131815907953,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.320352676338169,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3255921710855427,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3308316658329162,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.33607116058029,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3413106553276637,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3465501500750374,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3517896448224112,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3570291395697849,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3622686343171584,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.367508129064532,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3727476238119058,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3779871185592796,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.383226613306653,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3884661080540268,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3937056028014003,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.3989450975487745,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.404184592296148,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4094240870435215,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4146635817908952,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.419903076538269,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4251425712856427,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4303820660330164,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.43562156078039,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4408610555277637,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4461005502751374,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4513400450225111,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4565795397698849,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4618190345172586,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.467058529264632,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4722980240120058,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4775375187593796,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4827770135067533,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.488016508254127,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4932560030015003,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.4984954977488745,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.503734992496248,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5089744872436217,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5142139819909954,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.519453476738369,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.524692971485743,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5299324662331164,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.53517196098049,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.540411455727864,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5456509504752374,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.550890445222611,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5561299399699848,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5613694347173586,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5666089294647323,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5718484242121058,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5770879189594795,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5823274137068533,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.587566908454227,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5928064032016007,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.5980458979489742,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.603285392696348,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6085248874437217,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6137643821910954,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6190038769384691,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6242433716858429,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6294828664332164,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.63472236118059,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6399618559279638,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6452013506753376,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.650440845422711,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6556803401700848,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6609198349174583,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6661593296648325,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.671398824412206,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6766383191595795,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6818778139069532,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.687117308654327,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6923568034017007,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.6975962981490744,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.7028357928964482,0.0,0.0,0.0,1.0,4.123970234190708,4.10511
1.7080752876438217,0.0,3.5476651913929205e-07,0.0,1.0,4.123970234190708,4.10511
1.7133147823911954,0.0,1.373125088467237e-06,0.0,1.0,4.123970234190708,4.10511
1.7185542771385691,0.0,2.391483657795182e-06,0.0,1.0,4.123970234190708,4.10511
1.7237937718859428,0.0,3.409842227123127e-06,0.0,1.0,4.123970234190708,4.10511
1.7290332666333166,0.0,4.4282007964510715e-06,0.0,1.0,4.123970234190708,4.10511
1.73427276138069,0.0,5.446559365778973e-06,0.0,1.0,4.123970234190708,4.10511
1.7395122561280638,0.0,6.464917935106919e-06,0.0,1.0,4.123970234190708,4.10511
1.7447517508754375,0.0,7.483276504434864e-06,0.0,1.0,4.123970234190708,4.10511
1.7499912456228113,0.0,8.501635073762808e-06,0.0,1.0,4.123970234190708,4.10511
1.755230740370185,0.0,9.519993643090752e-06,0.0,1.0,4.123970234190708,4.10511
1.7604702351175583,0.0,1.8538976574789742e-05,0.0,1.0,4.123970234190708,4.10511
1.7657097298649322,0.0,4.39256490417e-05,0.0,1.0,4.123970234190708,4.10511
1.770949224612306,0.0,6.931232150863333e-05,0.0,1.0,4.123970234190708,4.10511
1.7761887193596797,0.0,9.469899397556667e-05,0.0,1.0,4.123970234190708,4.10511
1.7814282141070534,0.0,0.00012008566644253332,0.0,1.0,4.123970234190708,4.10511
1.786667708854427,0.0,0.00014547233890946666,0.0,1.0,4.123970234190708,4.10511
1.791907203601801,0.0,0.00017085901137639997,0.0,1.0,4.123970234190708,4.10511
1.7971466983491744,0.0,0.0001962456838433333,0.0,1.0,4.123970234190708,4.10511
1.802386193096548,0.0,0.00022163235631026665,0.0,1.0,4.123970234190708,4.10511
1.8076256878439216,0.0,0.0002470190287772,0.0,1.0,4.123970234190708,4.10511
1.8128651825912956,0.0,0.0003437313111667666,0.0,1.0,4.123970234190708,4.10511
1.818104677338669,0.0,0.0006004913036266666,0.0,1.0,4.123970234190708,4.10511
1.8233441720860428,0.0,0.0008572512960865667,0.0,1.0,4.123970234190708,4.10511
1.8285836668334168,0.0,0.0011140112885464999,0.0,1.0,4.123970234190708,4.10511
1.8338231615807905,0.0,0.0013707712810063998,0.0,1.0,4.123970234190708,4.10511
1.839062656328164,0.0,0.0016275312734663,0.0,1.0,4.123970234190708,4.10511
1.8443021510755373,0.0,0.0018842912659262,0.0,1.0,4.123970234190708,4.10511
1.8495416458229117,0.0,0.0021410512583861,0.0,1.0,4.123970234190708,4.10511
1.854781140570285,0.0,0.002397811250846,0.0,1.0,4.123970234190708,4.10511
1.8600206353176587,0.0,0.0026545712433059,0.0,1.0,4.123970234190708,4.10511
1.865260130065032,0.0,0.003253302467063233,0.0,1.0,4.123970234190708,4.10511
1.870499624812406,0.0,0.004696553948981367,0.0,1.0,4.123970234190708,4.10511
1.87573911955978,0.0,0.006139805430899499,0.0,1.0,4.123970234190708,4.10511
1.8809786143071532,0.0,0.007583056912817666,0.0,1.0,4.123970234190708,4.10511
